<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200814,000000,238.1500000,249.8600000,237.8800000,249.8600000,64
20200817,000000,240.0000000,241.3800000,236.7000000,236.7000000,44
20200818,000000,238.5200000,238.5600000,236.2100000,236.9000000,21
20200819,000000,234.0700000,239.9700000,234.0700000,239.9700000,32
20200820,000000,239.9700000,239.9700000,226.6900000,233.2100000,64
20200821,000000,232.0100000,233.4500000,228.9800000,232.8200000,51
20200824,000000,233.2400000,233.7400000,231.0100000,231.9700000,40
20200825,000000,232.3200000,232.3200000,226.1400000,228.8400000,104
20200826,000000,228.1200000,228.1200000,223.3200000,227.4200000,30
20200827,000000,232.4300000,232.4300000,225.8800000,228.9200000,29
20200828,000000,225.1600000,227.9300000,225.1600000,227.9300000,40
20200831,000000,228.0000000,229.2900000,224.6900000,226.3900000,46
20200901,000000,223.9200000,228.7700000,223.9200000,228.7700000,23
20200902,000000,227.2400000,227.2500000,220.9800000,222.8700000,32
20200903,000000,224.2300000,226.1700000,219.0000000,222.2000000,62
20200904,000000,216.7900000,222.1000000,216.7900000,221.8400000,46
20200907,000000,222.8500000,224.0700000,219.4800000,221.6200000,36
20200908,000000,220.0500000,220.4600000,216.0200000,216.0200000,29
20200909,000000,220.0700000,220.0700000,218.0500000,218.0500000,16
20200910,000000,218.2500000,221.3200000,217.0600000,220.6900000,41
20200911,000000,219.5600000,223.0000000,219.5600000,222.0000000,59
20200914,000000,220.8100000,228.6200000,220.8100000,228.6200000,36
20200915,000000,227.2100000,231.6500000,227.2100000,230.0000000,24
20200916,000000,215.0900000,231.9700000,215.0900000,231.6200000,24
20200917,000000,215.0300000,233.9300000,215.0300000,232.8700000,72
20200918,000000,231.6300000,233.8600000,228.8100000,230.3000000,29
20200921,000000,229.0000000,230.4100000,222.4500000,226.8200000,52
20200922,000000,237.1700000,237.1700000,206.0300000,228.8300000,57
20200923,000000,237.0000000,237.0000000,228.0000000,228.7700000,77
20200924,000000,229.0200000,232.6200000,226.1100000,229.8200000,62
20200925,000000,227.4100000,229.9600000,226.4000000,227.7400000,37
20200928,000000,226.0600000,229.1500000,226.0600000,228.5500000,20
20200929,000000,229.6800000,229.6800000,223.7400000,225.7900000,62
20200930,000000,222.6500000,231.8200000,222.6500000,230.2800000,84
20201001,000000,237.2000000,237.2000000,224.4000000,227.5000000,43
20201002,000000,212.8200000,212.8200000,206.4600000,212.7600000,94
20201005,000000,212.7600000,215.5800000,207.2500000,211.4700000,83
20201006,000000,209.0000000,214.6100000,208.0100000,214.6100000,63
20201007,000000,210.5000000,213.1400000,209.0300000,213.1400000,23
20201008,000000,221.8700000,221.8700000,206.8800000,207.1400000,41
20201009,000000,207.1500000,209.1700000,205.0900000,209.0000000,34
20201012,000000,206.9800000,208.5700000,205.0500000,205.7200000,71
20201013,000000,207.8200000,207.8200000,204.5000000,205.9100000,45
20201014,000000,206.4700000,216.8600000,205.8300000,207.0100000,21
20201015,000000,206.9000000,208.2200000,194.0300000,208.2200000,172
20201016,000000,199.4300000,205.0000000,199.4300000,202.9500000,51
20201019,000000,203.8400000,204.0000000,202.1200000,204.0000000,56
20201020,000000,204.3700000,209.1900000,202.1100000,209.1900000,120
20201021,000000,210.0000000,214.3200000,209.8100000,210.0600000,73
20201022,000000,211.9700000,211.9700000,208.5000000,209.2000000,37
20201023,000000,207.8300000,217.4200000,207.8300000,214.3800000,83
20201026,000000,216.9000000,216.9000000,209.9200000,211.6600000,51
20201027,000000,213.9800000,213.9800000,207.4200000,209.9900000,58
20201028,000000,208.6900000,208.7900000,202.6000000,204.9500000,95
20201029,000000,206.4900000,208.3000000,202.7900000,208.3000000,32
20201030,000000,202.1300000,206.8400000,200.6700000,202.4600000,92
20201102,000000,198.0700000,207.6900000,198.0700000,203.1600000,44
20201103,000000,206.2900000,211.9200000,202.2600000,211.9200000,74
20201105,000000,213.9900000,217.9700000,208.8100000,216.2700000,64
20201106,000000,215.8400000,220.0000000,214.4100000,220.0000000,38
20201110,000000,224.8000000,236.3800000,216.0400000,234.3500000,115
20201111,000000,230.0100000,245.9800000,230.0100000,245.9800000,100
20201112,000000,242.2000000,245.9000000,235.7900000,235.7900000,82
20201113,000000,237.8100000,243.9200000,237.8100000,239.0100000,43
20201116,000000,245.0000000,251.0000000,244.0100000,244.3300000,101
20201117,000000,249.8200000,259.9700000,243.0200000,247.8600000,64
20201118,000000,238.8100000,248.5200000,238.8100000,243.0400000,47
20201119,000000,249.8600000,249.8600000,236.1000000,237.8200000,68
20201120,000000,236.8300000,240.6900000,236.8300000,239.7000000,16
20201123,000000,239.4800000,243.6900000,236.6200000,236.6200000,59
20201124,000000,242.7500000,246.3300000,239.3600000,246.3300000,53
20201125,000000,249.8200000,252.2000000,232.1400000,251.0000000,79
20201126,000000,252.8200000,252.8200000,247.5100000,250.9900000,60
20201127,000000,245.9200000,252.8400000,245.9200000,251.7100000,41
20201201,000000,252.8400000,256.9800000,248.9100000,256.9800000,127
20201202,000000,259.0000000,265.0000000,255.9000000,262.9800000,61
20201203,000000,263.5000000,265.1700000,260.6800000,263.1400000,64
20201204,000000,264.4600000,271.1000000,263.7600000,270.0000000,125
20201207,000000,271.7400000,275.5300000,267.0300000,274.1300000,91
20201208,000000,275.9700000,284.8000000,267.7900000,276.0000000,64
20201209,000000,275.2000000,278.9900000,275.2000000,277.0000000,77
20201210,000000,275.8500000,281.0000000,275.8500000,280.9900000,93
20201211,000000,282.2000000,286.3900000,278.9500000,279.8700000,58
20201214,000000,279.9400000,297.7000000,278.4000000,278.4000000,54
20201215,000000,278.1800000,282.0000000,276.1100000,278.7800000,76
20201216,000000,278.0700000,282.1100000,276.1100000,279.4600000,45
20201217,000000,283.9400000,283.9400000,276.0300000,276.0300000,58
20201218,000000,268.1200000,277.8000000,268.1200000,271.3800000,78
20201222,000000,260.0000000,267.9800000,256.8700000,261.4600000,78
20201223,000000,263.4000000,270.3900000,261.0500000,270.3900000,30
20201224,000000,270.0000000,272.1000000,267.2100000,267.2100000,35
20201225,000000,267.1600000,271.5400000,267.1600000,271.0000000,46
20201228,000000,271.2200000,274.0000000,270.1400000,274.0000000,37
20201229,000000,273.5000000,276.4900000,272.9000000,273.1000000,43
20201230,000000,276.3500000,276.3500000,271.0500000,271.0500000,152
20210104,000000,274.7800000,279.1500000,271.1800000,272.7800000,56
20210105,000000,273.3000000,277.6000000,273.0000000,277.6000000,8
20210106,000000,277.3600000,277.3600000,273.0000000,274.0000000,23
20210108,000000,274.3100000,283.7700000,274.3100000,283.2600000,47
20210111,000000,282.0000000,290.9900000,277.0000000,288.9000000,178
20210112,000000,294.3100000,295.2000000,286.9100000,288.0000000,112
20210113,000000,290.1400000,290.1400000,284.0000000,284.0000000,40
20210114,000000,284.0000000,286.0000000,278.4500000,283.0100000,67
20210115,000000,296.8900000,296.8900000,276.4000000,278.9900000,56
20210118,000000,272.2800000,280.9600000,272.2800000,280.9600000,37
20210119,000000,279.9600000,280.0000000,275.2000000,275.2000000,24
20210120,000000,280.6600000,283.0000000,278.0100000,283.0000000,13
20210121,000000,272.7400000,282.9700000,271.7400000,275.0000000,67
20210122,000000,270.0000000,271.4300000,266.0400000,269.0000000,54
20210125,000000,274.7700000,274.7700000,263.2900000,266.8700000,70
20210126,000000,264.0000000,269.5000000,261.0300000,268.0000000,48
20210127,000000,282.9000000,282.9000000,263.1000000,265.8500000,360
20210128,000000,270.0000000,270.0000000,261.0100000,262.6000000,65
20210129,000000,262.8500000,263.9900000,258.0000000,258.0000000,60
20210201,000000,260.0000000,265.7700000,258.0100000,265.2600000,65
20210202,000000,265.7200000,269.0900000,263.0400000,268.9700000,76
20210203,000000,260.9000000,268.7700000,260.9000000,263.1600000,105
20210204,000000,262.1400000,269.1900000,262.1400000,265.0000000,56
20210205,000000,270.0000000,273.0000000,266.7700000,273.0000000,42
20210208,000000,274.9100000,274.9900000,272.4900000,274.9400000,54
20210209,000000,275.0000000,275.5000000,268.7000000,270.2300000,152
20210210,000000,270.8800000,270.8900000,266.4800000,269.8800000,316
20210211,000000,266.5500000,270.5500000,260.8700000,265.0000000,40
20210212,000000,263.0000000,266.0000000,259.2400000,265.5000000,50
20210215,000000,269.8800000,271.5300000,265.3500000,269.1500000,34
20210216,000000,272.0000000,272.0000000,267.3100000,271.2000000,21
20210217,000000,270.9200000,275.0000000,269.2300000,269.9700000,23
20210218,000000,271.0000000,271.0000000,267.6600000,267.6600000,25
20210219,000000,268.4400000,271.5500000,264.7800000,271.5500000,26
20210220,000000,271.5500000,272.5800000,267.0100000,267.3400000,31
20210222,000000,273.3400000,273.3400000,265.6400000,273.0000000,31
20210224,000000,271.5000000,273.5900000,265.8100000,265.8100000,25
20210225,000000,273.9900000,276.0000000,271.9900000,274.0500000,61
20210226,000000,269.0000000,275.7700000,266.4000000,270.7000000,25
20210301,000000,268.1000000,276.2200000,268.1000000,276.0500000,48
20210302,000000,275.9700000,277.8000000,275.3300000,277.0000000,56
20210303,000000,278.1300000,283.8600000,277.4100000,277.5300000,48
20210304,000000,277.0000000,283.8800000,274.6600000,283.8800000,27
20210305,000000,272.7900000,278.9900000,270.7900000,276.2900000,38
20210309,000000,278.9200000,286.6000000,278.9200000,282.4600000,63
20210310,000000,285.0100000,288.5400000,282.0300000,283.8500000,48
20210311,000000,287.9100000,287.9100000,280.8800000,285.0000000,40
20210312,000000,294.1700000,294.1700000,282.8100000,285.4000000,25
20210315,000000,282.7900000,292.0000000,282.7900000,291.9800000,140
20210316,000000,293.1300000,293.1300000,281.0300000,292.3900000,34
20210317,000000,289.4200000,293.7700000,279.7900000,284.5500000,66
20210318,000000,280.1600000,289.3000000,280.1600000,281.7900000,41
20210319,000000,282.0000000,288.8600000,280.0400000,288.8600000,34
20210322,000000,284.0000000,290.0000000,284.0000000,289.4000000,59
20210323,000000,284.0300000,288.9600000,282.1900000,282.1900000,45
20210324,000000,289.7900000,289.8600000,281.9700000,289.8600000,46
20210325,000000,269.1100000,289.6900000,269.0400000,283.5900000,44
20210326,000000,287.0100000,293.5500000,286.7900000,286.7900000,24
20210329,000000,287.1600000,294.8200000,287.1600000,294.8200000,51
20210330,000000,294.2000000,308.8500000,290.5100000,294.0000000,29
20210331,000000,292.4200000,294.1000000,290.4100000,291.1100000,64
20210401,000000,288.8800000,293.5100000,288.6000000,288.6000000,25
20210402,000000,298.4600000,298.4600000,286.8100000,294.9400000,46
20210405,000000,289.0000000,289.0000000,283.8600000,288.5900000,44
20210406,000000,285.0100000,288.0800000,282.0000000,283.8400000,32
20210407,000000,280.0100000,285.4400000,280.0000000,281.0300000,52
20210408,000000,281.8900000,287.8800000,281.8900000,282.0200000,47
20210409,000000,285.8200000,285.8200000,280.1800000,282.4000000,7
20210412,000000,275.7900000,285.9900000,275.7900000,281.0000000,83
20210413,000000,282.0000000,290.1900000,281.0000000,288.9700000,37
20210414,000000,289.0000000,291.0000000,286.0100000,286.0100000,33
20210415,000000,284.9800000,285.7800000,281.1100000,285.7800000,29
20210416,000000,287.8200000,289.0000000,282.1300000,289.0000000,41
20210419,000000,283.9100000,289.8500000,283.9100000,285.8200000,34
20210420,000000,289.9800000,290.5900000,284.7800000,289.0000000,41
20210421,000000,284.8800000,290.0900000,284.8800000,288.5000000,31
20210422,000000,291.2500000,293.4900000,286.8500000,293.4900000,42
20210423,000000,298.7800000,298.7800000,289.0000000,293.9900000,17
20210426,000000,299.3300000,299.3300000,290.4700000,291.9800000,47
20210427,000000,298.0000000,320.0000000,295.7900000,320.0000000,49
20210428,000000,313.9700000,313.9700000,297.5900000,299.0200000,32
20210429,000000,314.9900000,314.9900000,289.9100000,297.5000000,35
20210430,000000,293.9900000,300.5000000,293.9900000,300.5000000,24
20210504,000000,300.0000000,314.8100000,288.8600000,288.8600000,46
20210505,000000,299.1500000,305.1600000,299.1500000,305.0000000,24
20210506,000000,309.2100000,323.4000000,307.9900000,314.7100000,62
20210507,000000,317.1700000,332.5000000,310.7900000,332.5000000,73
20210510,000000,316.9000000,329.0000000,314.0000000,329.0000000,44
20210511,000000,297.7900000,348.8700000,297.7900000,306.0100000,58
20210512,000000,304.0300000,320.0000000,304.0000000,320.0000000,44
20210513,000000,318.9800000,318.9800000,290.1400000,305.6300000,20
20210514,000000,303.1400000,304.1000000,301.7800000,304.1000000,27
20210517,000000,301.7900000,305.3800000,301.0100000,301.7900000,33
20210518,000000,302.1300000,309.9800000,302.1300000,305.4300000,39
20210519,000000,302.0000000,306.8400000,294.6800000,294.6800000,34
20210520,000000,295.1400000,307.9000000,293.0100000,305.9700000,50
20210521,000000,300.0000000,302.8900000,295.5000000,301.7800000,35
20210524,000000,305.7700000,305.7700000,300.0000000,303.9700000,35
20210525,000000,300.0000000,311.0000000,300.0000000,307.1900000,58
20210526,000000,309.2500000,318.9600000,305.1400000,308.7800000,77
20210527,000000,309.0000000,311.9800000,309.0000000,311.9800000,17
20210528,000000,309.0000000,332.4400000,309.0000000,325.0000000,26
20210531,000000,317.0000000,332.0000000,307.8000000,332.0000000,49
20210601,000000,313.9700000,314.1800000,310.0000000,314.0000000,22
20210602,000000,313.0000000,319.9800000,310.0000000,313.2800000,44
20210603,000000,313.2800000,313.7100000,310.0100000,313.4900000,67
20210604,000000,298.1100000,311.3800000,298.0300000,311.3800000,47
20210607,000000,307.1400000,315.4400000,307.1400000,315.4200000,54
20210608,000000,315.9500000,316.8800000,311.9100000,315.3900000,33
20210609,000000,316.6900000,326.6200000,311.7900000,326.5500000,34
20210610,000000,314.6700000,316.7700000,307.5700000,314.0000000,53
20210611,000000,318.7700000,326.4200000,311.7900000,326.4200000,40
20210614,000000,334.9900000,334.9900000,310.4100000,310.4100000,6
20210615,000000,314.3900000,318.7400000,311.2100000,312.1300000,52
20210616,000000,314.9700000,314.9900000,311.2400000,312.9000000,45
20210617,000000,314.5600000,324.7700000,309.0100000,314.4500000,14
20210618,000000,309.1100000,315.9700000,309.0000000,309.9900000,46
20210621,000000,307.0200000,312.7700000,306.4100000,312.7700000,26
20210622,000000,307.6800000,313.7700000,307.6800000,313.7700000,22
20210623,000000,307.3100000,317.1200000,307.3100000,310.1000000,44
20210624,000000,310.9000000,310.9900000,307.0100000,309.3400000,20
20210625,000000,309.9000000,312.9900000,308.7900000,309.7900000,21
20210628,000000,309.9000000,309.9000000,307.1300000,307.1300000,19
20210629,000000,307.4000000,310.9600000,304.9100000,307.0000000,37
20210630,000000,312.8600000,312.8600000,302.7900000,305.1100000,41
20210701,000000,291.1200000,312.7700000,291.1200000,308.3400000,8
20210702,000000,306.0100000,312.3100000,306.0100000,307.6100000,43
20210705,000000,303.8800000,307.0000000,303.8800000,307.0000000,40
20210706,000000,304.8000000,308.1900000,302.0100000,305.0000000,31
20210707,000000,309.8800000,309.8800000,300.9000000,302.3900000,12
20210708,000000,300.2300000,307.7700000,300.2300000,302.5000000,19
20210709,000000,289.1500000,319.9700000,289.1500000,303.2000000,18
20210712,000000,294.0100000,319.9700000,294.0100000,306.9700000,20
20210713,000000,315.9700000,315.9700000,302.7900000,305.4400000,29
20210714,000000,307.8600000,307.8600000,300.7100000,300.8300000,47
20210715,000000,299.3800000,304.5000000,299.3700000,299.3700000,13
20210716,000000,299.3900000,305.4400000,299.3800000,299.3800000,33
20210719,000000,295.7900000,298.0000000,292.7900000,293.2200000,95
20210720,000000,291.0100000,296.7800000,291.0100000,293.2300000,19
20210721,000000,292.0300000,297.9700000,292.0300000,294.0100000,25
20210722,000000,295.0100000,299.9200000,295.0100000,299.9200000,27
20210723,000000,297.2200000,300.0000000,293.7900000,294.7900000,35
20210726,000000,293.8200000,304.3300000,293.8200000,303.6800000,51
20210727,000000,302.6100000,303.5900000,300.0000000,301.3900000,38
20210728,000000,303.3400000,303.3400000,298.8900000,298.8900000,45
20210729,000000,303.5600000,305.7700000,301.9000000,303.3400000,20
20210730,000000,302.9800000,306.4400000,300.7100000,305.5000000,11
20210802,000000,308.5900000,309.9700000,305.9900000,309.9700000,35
20210803,000000,303.8100000,309.8000000,303.8100000,309.8000000,30
20210804,000000,308.8200000,312.9900000,308.8200000,312.9900000,34
20210805,000000,312.5000000,316.9900000,310.2700000,316.9900000,46
20210806,000000,320.2200000,321.7700000,314.8700000,319.0000000,22
20210809,000000,320.0000000,327.9700000,317.7900000,327.9700000,74
20210810,000000,329.3000000,332.0000000,324.7900000,332.0000000,48
20210811,000000,330.0000000,330.5600000,326.4000000,330.0000000,35
20210812,000000,326.8100000,330.5700000,326.7900000,330.5700000,21
20210813,000000,326.8100000,330.5700000,326.8100000,329.3000000,35
20210816,000000,330.5700000,330.5700000,325.7900000,330.5400000,26
20210817,000000,329.0000000,335.3000000,314.3100000,335.3000000,28
20210818,000000,344.9900000,344.9900000,333.0000000,336.0200000,36
20210819,000000,333.0000000,333.0000000,324.8800000,331.3200000,47
20210820,000000,348.9800000,348.9800000,326.0200000,338.9400000,22
20210823,000000,325.6700000,348.9900000,325.0300000,325.8800000,51
20210824,000000,336.6000000,336.6000000,320.7900000,324.2000000,47
20210825,000000,320.1300000,324.4200000,300.4400000,300.4400000,26
20210826,000000,318.1600000,323.8700000,318.1600000,322.0000000,43
20210827,000000,325.7600000,325.9700000,321.0000000,323.1400000,23
20210830,000000,327.5000000,330.9700000,325.0300000,329.0000000,25
20210831,000000,328.0000000,333.0100000,322.9000000,332.1400000,34
20210901,000000,333.0100000,334.6700000,328.0300000,334.6700000,51
20210902,000000,330.8800000,335.9700000,330.0000000,330.0000000,38
20210903,000000,342.9400000,342.9500000,324.7900000,332.9500000,49
20210906,000000,331.0000000,335.9700000,325.8800000,325.9100000,55
20210908,000000,325.9500000,332.2900000,322.8700000,332.2900000,41
20210909,000000,326.0400000,331.8900000,326.0400000,327.0000000,26
20210910,000000,328.8500000,332.9700000,323.8800000,330.2200000,20
20210913,000000,324.1400000,329.8900000,321.1200000,329.8900000,15
20210914,000000,329.9400000,329.9400000,324.1600000,324.1800000,15
20210915,000000,332.9700000,333.0000000,324.0600000,333.0000000,25
20210916,000000,335.4400000,335.4400000,323.3200000,327.3000000,28
20210917,000000,331.7600000,334.4300000,325.8800000,329.1900000,12
20210920,000000,327.8800000,330.9700000,324.0000000,324.8800000,47
20210921,000000,332.7700000,332.7700000,324.0900000,327.9700000,55
20210922,000000,322.7900000,330.7700000,321.8800000,330.7700000,22
20210923,000000,325.7900000,331.9700000,325.7800000,325.7800000,33
20210924,000000,321.7900000,329.9700000,321.7900000,329.9700000,19
20210927,000000,330.7700000,332.9700000,322.7900000,331.0000000,35
20210928,000000,331.6900000,333.9700000,326.7900000,328.0100000,16
20210929,000000,320.0300000,335.4800000,320.0300000,328.0000000,37
20210930,000000,326.1400000,340.0000000,326.1400000,340.0000000,32
20211001,000000,336.7900000,338.9900000,333.0100000,336.0000000,25
20211004,000000,340.9700000,347.7200000,332.8200000,347.0000000,15
20211005,000000,356.5200000,363.9100000,343.7900000,359.9800000,36
20211006,000000,369.0000000,386.9900000,356.6800000,358.4300000,32
20211007,000000,368.0000000,370.9700000,362.0100000,370.9700000,15
20211008,000000,367.9400000,376.7400000,367.5400000,370.7100000,26
20211011,000000,379.7300000,386.8500000,379.7300000,386.4000000,31
20211012,000000,372.0100000,385.7000000,372.0100000,382.8700000,38
20211013,000000,380.9200000,380.9700000,368.7300000,380.7000000,46
20211014,000000,383.8100000,383.8100000,374.0200000,374.0200000,17
20211015,000000,389.9900000,389.9900000,368.7100000,368.7300000,24
20211018,000000,375.8700000,375.8900000,357.8100000,361.4000000,68
20211019,000000,366.9700000,374.8800000,361.9200000,363.8800000,37
20211020,000000,368.5300000,373.7600000,366.8300000,373.7300000,26
20211021,000000,362.9300000,370.4900000,344.0200000,367.9500000,321
20211022,000000,366.0000000,369.8600000,362.9700000,363.3600000,40
20211025,000000,359.1400000,372.7300000,359.1400000,372.7300000,23
20211026,000000,372.4200000,375.5600000,363.9300000,375.5600000,22
20211027,000000,370.1300000,375.7700000,362.7900000,374.7200000,34
20211028,000000,367.0200000,375.9900000,362.8000000,366.0000000,45
20211101,000000,364.7700000,370.5600000,355.4100000,370.5600000,40
20211102,000000,344.0300000,377.9700000,344.0300000,372.7400000,49
20211103,000000,366.0000000,370.9900000,364.5100000,370.9900000,27
20211105,000000,359.0800000,366.2000000,358.8300000,358.8300000,25
20211108,000000,357.0100000,364.9700000,357.0100000,363.0000000,34
20211109,000000,358.4500000,367.8200000,352.8600000,356.1700000,38
20211110,000000,355.0300000,361.9700000,350.0000000,350.0000000,70
20211111,000000,349.0400000,357.0000000,349.0400000,350.0100000,15
20211112,000000,348.3500000,381.5900000,342.5000000,344.0900000,58
20211115,000000,339.0100000,349.9700000,339.0000000,349.9300000,42
20211116,000000,345.7800000,349.8900000,331.9600000,331.9600000,86
20211117,000000,342.7700000,354.5200000,333.8800000,354.5200000,30
20211118,000000,336.7900000,344.7700000,334.5000000,338.4000000,73
20211119,000000,334.7100000,335.7700000,323.5200000,323.5400000,43
20211122,000000,332.9700000,332.9700000,307.8000000,310.4700000,66
20211123,000000,289.0700000,332.9700000,289.0300000,332.9700000,49
20211124,000000,332.9700000,344.9200000,316.1400000,323.0000000,23
20211125,000000,316.8800000,328.7700000,315.2200000,323.7300000,26
20211126,000000,315.5500000,315.5500000,305.0000000,308.0000000,69
20211129,000000,310.7900000,322.5900000,307.2600000,322.5900000,72
20211130,000000,317.8600000,317.8600000,309.5800000,312.7900000,24
20211201,000000,323.6200000,328.8000000,309.4000000,324.8100000,63
20211202,000000,320.0000000,333.7700000,320.0000000,328.7700000,24
20211203,000000,330.9700000,333.9700000,320.8700000,321.8000000,32
20211206,000000,343.7700000,343.7700000,305.5800000,309.0000000,36
20211207,000000,312.0000000,316.7700000,301.5000000,304.7800000,65
20211208,000000,318.9700000,318.9700000,293.8000000,299.9800000,36
20211209,000000,297.0000000,304.9700000,290.7900000,304.9700000,20
20211210,000000,295.0200000,305.0000000,292.7800000,304.6700000,55
20211213,000000,314.9900000,314.9900000,277.5400000,283.9800000,96
20211214,000000,270.0000000,297.9800000,266.0000000,285.9200000,42
20211215,000000,305.3400000,305.3400000,279.2300000,284.4900000,34
20211216,000000,297.9300000,297.9300000,285.8000000,297.7800000,49
20211217,000000,304.6900000,304.6900000,290.0400000,296.9600000,35
20211220,000000,286.8400000,295.7700000,286.1500000,290.0000000,21
20211221,000000,293.6200000,293.6200000,285.9000000,291.9800000,50
20211222,000000,300.2800000,300.2800000,283.8300000,295.6400000,41
20211223,000000,294.8800000,298.9700000,288.8200000,288.8200000,12
20211224,000000,291.8000000,299.9800000,288.9600000,299.9800000,66
20211227,000000,298.9700000,298.9700000,293.0100000,298.7100000,20
20211228,000000,297.8000000,297.8000000,292.7900000,296.0000000,34
20211229,000000,292.7800000,300.8700000,291.5700000,295.4700000,35
20211230,000000,299.2800000,299.2800000,291.6800000,295.2500000,60
20220103,000000,295.7600000,305.7600000,295.7600000,303.0000000,96
20220104,000000,310.0000000,310.0000000,303.0000000,305.0000000,31
20220105,000000,300.0000000,304.7700000,289.0000000,292.0000000,54
20220106,000000,309.9900000,309.9900000,283.8000000,295.7900000,34
20220110,000000,299.0000000,300.9700000,287.8800000,294.9700000,54
20220111,000000,286.8000000,293.9700000,286.8000000,293.9200000,31
20220112,000000,294.8800000,309.9100000,286.1100000,290.4700000,54
20220113,000000,295.7700000,295.7700000,264.0200000,274.9700000,107
20220114,000000,274.7800000,279.9700000,250.0000000,261.0000000,134
20220117,000000,260.1400000,269.9800000,247.0400000,260.0200000,92
20220118,000000,257.0600000,274.9600000,227.7800000,238.9700000,186
20220119,000000,225.0000000,249.8800000,220.0100000,247.0000000,82
20220120,000000,249.0000000,264.9700000,240.8000000,253.6300000,73
20220121,000000,250.0000000,263.7700000,244.7900000,244.8900000,62
20220124,000000,246.0000000,254.4900000,225.0400000,235.0000000,111
20220125,000000,239.9900000,243.0000000,231.5000000,236.9300000,89
20220126,000000,236.8700000,245.4200000,231.0600000,236.7800000,124
20220127,000000,234.0100000,257.9000000,234.0100000,254.2900000,46
20220128,000000,264.7400000,264.7400000,250.9700000,260.0000000,46
20220131,000000,279.8200000,279.8200000,260.8800000,266.0000000,39
20220201,000000,272.0000000,272.0000000,259.0200000,263.0000000,63
20220202,000000,273.8700000,273.8700000,257.0000000,261.9600000,64
20220203,000000,274.9900000,274.9900000,250.5100000,252.0000000,55
20220204,000000,252.7800000,259.7700000,251.7900000,257.9700000,20
20220207,000000,259.9900000,260.0000000,250.7900000,260.0000000,18
20220208,000000,257.6100000,268.9000000,256.7900000,268.9000000,38
20220209,000000,275.7800000,279.9900000,269.0600000,279.8600000,61
20220210,000000,272.5500000,284.7500000,272.5500000,281.6900000,39
20220211,000000,269.0600000,285.9800000,262.6700000,262.6700000,85
20220214,000000,253.7100000,265.7700000,245.0300000,253.1200000,61
20220215,000000,268.7700000,273.0000000,260.8800000,272.9800000,26
20220216,000000,276.7900000,282.5000000,275.0000000,280.9800000,19
20220217,000000,273.2000000,282.5000000,260.7800000,261.5400000,69
20220218,000000,282.5000000,282.5000000,246.0000000,251.1000000,49
20220221,000000,250.2800000,259.9900000,186.0000000,187.0000000,216
20220222,000000,199.9800000,218.0000000,182.1000000,206.0800000,165
20220224,000000,180.0000000,190.0000000,88.6900000,135.0000000,332
20220225,000000,159.9800000,163.7800000,117.0000000,130.0000000,167
20220324,000000,135.0000000,165.7500000,135.0000000,145.9700000,181
20220325,000000,155.9700000,159.8600000,128.5100000,129.0100000,80
20220328,000000,130.0000000,134.9700000,124.5100000,126.0000000,70
20220329,000000,130.0000000,136.5000000,125.0100000,127.0000000,59
20220330,000000,130.0200000,135.9900000,130.0200000,133.0000000,55
20220331,000000,136.0000000,144.8500000,134.0100000,144.8200000,98
20220401,000000,146.0000000,172.7900000,144.0100000,154.4900000,99
20220404,000000,168.9700000,168.9700000,148.7900000,165.7700000,68
20220405,000000,166.0000000,169.9800000,150.0000000,155.5000000,51
20220406,000000,148.0000000,156.4200000,139.0100000,140.7900000,51
20220407,000000,145.0000000,147.9500000,139.0000000,145.6900000,67
20220408,000000,147.7000000,148.7700000,140.7900000,141.8800000,52
20220411,000000,144.0000000,149.9800000,139.5000000,139.5000000,59
20220412,000000,136.0000000,137.8800000,130.2100000,137.8700000,50
20220413,000000,139.9400000,139.9400000,131.6200000,135.7100000,30
20220414,000000,138.9700000,138.9700000,129.5100000,129.5100000,51
20220415,000000,125.5000000,138.9900000,125.5000000,131.8800000,39
20220418,000000,132.0000000,132.0000000,120.0100000,124.0100000,52
20220419,000000,124.9700000,124.9700000,117.5100000,120.8800000,62
20220420,000000,115.0100000,124.9400000,115.0100000,120.0400000,60
20220421,000000,121.0000000,122.3700000,118.0100000,122.2900000,15
20220422,000000,124.8600000,124.8600000,116.0000000,116.0000000,22
20220425,000000,116.9900000,118.9700000,112.0000000,115.9700000,48
20220426,000000,113.0000000,123.1000000,112.0100000,122.4900000,46
20220427,000000,121.0000000,135.3100000,121.0000000,130.8500000,27
20220428,000000,132.0500000,133.3300000,123.8000000,124.0000000,110
20220429,000000,125.0000000,130.0000000,124.1100000,128.5600000,23
20220504,000000,128.0100000,128.0100000,123.4800000,125.2200000,42
20220505,000000,123.1300000,124.4000000,123.1300000,123.2900000,18
20220506,000000,124.0000000,124.0000000,121.5700000,123.9900000,52
20220511,000000,121.5100000,125.6200000,121.5100000,123.9900000,77
20220512,000000,125.7100000,125.7100000,119.6300000,119.6300000,24
20220513,000000,124.9700000,124.9800000,118.8800000,119.9100000,23
20220516,000000,123.0000000,123.9600000,121.0000000,123.0000000,28
20220517,000000,124.5100000,126.9100000,124.5100000,125.8000000,38
20220518,000000,128.1900000,132.0100000,126.0000000,126.0000000,48
